Comm_name,Time,AM_depletion,P_production
comm1,0.0,0.0,0.0
comm1,1.0,0.006011636170897649,0.009017454256346473
comm1,2.0,0.01477450376296991,0.022161755644454866
comm1,3.0,0.027415440992438672,0.041123161488658
comm1,4.0,0.04538876067199763,0.06808314100799644
comm1,5.0,0.07044971760803855,0.10567457641205782
comm1,6.0,0.10451953180915141,0.15677929771372714
comm1,7.0,0.14941302230241013,0.2241195334536152
comm1,8.0,0.20646665527743144,0.30969998291614714
comm1,9.0,0.276195376300854,0.41429306445128133
comm1,10.0,0.35814520092759616,0.5372178013913943
comm1,11.0,0.4510245955412946,0.6765368933119419
comm1,12.0,0.5530371530195161,0.8295557295292739
comm1,13.0,0.6622588438236544,0.9933882657354814
comm1,14.0,0.776918408946609,1.1653776134199136
comm1,15.0,0.8955404228741722,1.3433106343112582
comm1,16.0,1.0169773125431742,1.5254659688147614
comm1,17.0,1.1403778742146529,1.7105668113219792
comm1,18.0,1.2651309859258817,1.8976964788888222
comm1,19.0,1.3908080636262168,2.0862120954393246
comm1,20.0,1.5122581023411432,2.2683871535117146
comm10,0.0,0.0,0.0
comm10,1.0,0.030265430620909937,0.03555469056430367
comm10,2.0,0.10493910341687164,0.11137750502395995
comm10,3.0,0.3129861848901996,0.2981875174811893
comm10,4.0,0.8682791818861022,0.7693740549255232
comm10,5.0,1.9455695893283207,1.6969171318586096
comm10,6.0,3.0103917054790337,2.6515395751108897
comm10,7.0,3.997687020545726,3.552311537366639
comm10,8.0,4.9434449513997825,4.421244079585156
comm10,9.0,5.866082154278716,5.2716779197506805
comm10,10.0,6.775645490890638,6.111467311193696
comm10,11.0,7.677787773460343,6.945206680396915
comm10,12.0,8.575737890110327,7.775572676231888
comm10,13.0,9.471350373308788,8.604113717957846
comm10,14.0,10.365688350041191,9.431714678258295
comm10,15.0,11.259356077043165,10.258871425115277
comm10,16.0,12.152693427466176,11.085855045317484
comm10,17.0,13.045888614211707,11.912808451611022
comm10,18.0,13.939038781894507,12.739798597753047
comm10,19.0,14.832195869888931,13.56685588896494
comm10,20.0,15.72538073094229,14.393986304752275
comm11,0.0,0.0,0.0
comm11,1.0,0.03823542556521807,0.009549042016116865
comm11,2.0,0.10577968415276057,0.023337183735044984
comm11,3.0,0.2222804719966116,0.04291660944486864
comm11,4.0,0.41159430054135954,0.07006837282959219
comm11,5.0,0.6911872739988344,0.1065772508089677
comm11,6.0,1.0612074915444007,0.15394348859198873
comm11,7.0,1.505021155258644,0.21300893154634398
comm11,8.0,1.9138535580751697,0.27504602666464467
comm11,9.0,2.267231508550759,0.3353690378341517
comm11,10.0,2.5896878733382227,0.3945867355807746
comm11,11.0,2.892799375209298,0.4530619445168882
comm11,12.0,3.1829840676904673,0.5110288638972961
comm11,13.0,3.4641613445132533,0.5686458195225428
comm11,14.0,3.738881551741784,0.6260229257932864
comm11,15.0,4.00887874002064,0.6832381187847896
comm11,16.0,4.275370228210561,0.7403471429423634
comm11,17.0,4.53923040720202,0.7973900320363255
comm11,18.0,4.801097352549279,0.8543954634721925
comm11,19.0,5.061445098791605,0.9113839836338886
comm11,20.0,5.320627380627245,0.9683700414646496
comm2,0.0,0.0,0.0
comm2,1.0,0.003915559216646804,0.0
comm2,2.0,0.010419717273666442,0.0
comm2,3.0,0.021162896693486876,0.0
comm2,4.0,0.038745855555082316,0.0
comm2,5.0,0.06710603002324231,0.0
comm2,6.0,0.1118305842000329,0.0
comm2,7.0,0.1800634259375053,0.0
comm2,8.0,0.2795254363771729,0.0
comm2,9.0,0.41644839378812937,0.0
comm2,10.0,0.5931995847243476,0.0
comm2,11.0,0.8072230307991065,0.0
comm2,12.0,1.0521792438310347,0.0
comm2,13.0,1.320336666496541,0.0
comm2,14.0,1.5920069396136107,0.0
comm2,15.0,1.8194191705221028,0.0
comm2,16.0,2.016512980882524,0.0
comm2,17.0,2.1943610673191896,0.0
comm2,18.0,2.359137662266525,0.0
comm2,19.0,2.5146255869789584,0.0
comm2,20.0,2.6632993535770617,0.0
comm3,0.0,0.0,0.0
comm3,1.0,0.02135981139202333,0.010679905696011665
comm3,2.0,0.09795638913812904,0.04897819456906452
comm3,3.0,0.3344700182944199,0.16723500914720996
comm3,4.0,0.8641731506154842,0.4320865753077421
comm3,5.0,1.6447841947981463,0.8223920973990732
comm3,6.0,2.268404603990306,1.134202301995153
comm3,7.0,2.7705216206082546,1.3852608103041273
comm3,8.0,3.2219339336156514,1.6109669668078257
comm3,9.0,3.6483257292681515,1.8241628646340757
comm3,10.0,4.0613764091620785,2.0306882045810393
comm3,11.0,4.467023263416206,2.233511631708103
comm3,12.0,4.8684696769228015,2.4342348384614008
comm3,13.0,5.267503395926857,2.6337516979634286
comm3,14.0,5.665141572483819,2.8325707862419094
comm3,15.0,6.0619690135137105,3.0309845067568553
comm3,16.0,6.45832396071738,3.22916198035869
comm3,17.0,6.8544041160079,3.42720205800395
comm3,18.0,7.250323808374256,3.625161904187128
comm3,19.0,7.6461492705362675,3.8230746352681337
comm3,20.0,8.041920351994984,4.020960175997492
comm4,0.0,0.0,0.0
comm4,1.0,0.02530672296180804,0.0
comm4,2.0,0.07626313025047934,0.0
comm4,3.0,0.17021659820185245,0.0
comm4,4.0,0.32229778874167725,0.0
comm4,5.0,0.5339624627955899,0.0
comm4,6.0,0.7916785105029276,0.0
comm4,7.0,1.0777282712630607,0.0
comm4,8.0,1.3787946182598259,0.0
comm4,9.0,1.651809964652451,0.0
comm4,10.0,1.8595429236346406,0.0
comm4,11.0,2.0358082821820096,0.0
comm4,12.0,2.1946591206329424,0.0
comm4,13.0,2.342888461851743,0.0
comm4,14.0,2.4842551624429254,0.0
comm4,15.0,2.6210223572873836,0.0
comm4,16.0,2.754630982236418,0.0
comm4,17.0,2.8860340932689574,0.0
comm4,18.0,3.0158790651823475,0.0
comm4,19.0,3.1446148249500427,0.0
comm4,20.0,3.2725558664072465,0.0
comm5,0.0,0.0,0.0
comm5,1.0,0.0016961751711758902,0.002261566894901186
comm5,2.0,0.0070674753856660565,0.00942330051422141
comm5,3.0,0.02381022721938566,0.03174696962584755
comm5,4.0,0.07360830742599014,0.0981444099013202
comm5,5.0,0.20470604368846096,0.2729413915846146
comm5,6.0,0.47623704955147117,0.6349827327352948
comm5,7.0,0.8909778039485087,1.1879704052646785
comm5,8.0,1.3913243135462632,1.855099084728351
comm5,9.0,1.8265092310876268,2.435345641450169
comm5,10.0,2.146227894718865,2.861637192958486
comm5,11.0,2.420539761889013,3.22738634918535
comm5,12.0,2.672504064699827,3.563338752933102
comm5,13.0,2.9122281688320997,3.8829708917761323
comm5,14.0,3.144858996403436,4.1931453285379146
comm5,15.0,3.373244819901566,4.497659759868754
comm5,16.0,3.5990414933153994,4.7987219910871985
comm5,17.0,3.82324068051452,5.097654240686026
comm5,18.0,4.0464474479270915,5.395263263902789
comm5,19.0,4.26903470913891,5.69204627885188
comm5,20.0,4.491233775982265,5.988311701309686
comm6,0.0,0.0,0.0
comm6,1.0,0.017480632649161304,0.01711733129494556
comm6,2.0,0.07647056256272429,0.07250818001191286
comm6,3.0,0.2666760965033348,0.24339081784443045
comm6,4.0,0.7996787028617766,0.7055776845988144
comm6,5.0,1.85969638964725,1.617046376359601
comm6,6.0,2.8964264645881497,2.520221708005199
comm6,7.0,3.829782409262829,3.3372847011970235
comm6,8.0,4.709840737864835,4.108284484734798
comm6,9.0,5.560598108685789,4.85346607322557
comm6,10.0,6.394683020983787,5.583779245885705
comm6,11.0,7.219096898841768,6.305397236342396
comm6,12.0,8.037840245551946,7.021887193673093
comm6,13.0,8.853239008077809,7.735339700290202
comm6,14.0,9.666658707891651,8.44698926883451
comm6,15.0,10.478904652147433,9.157567106887782
comm6,16.0,11.290453385764158,9.867507262221249
comm6,17.0,12.101589679071788,10.577069684267483
comm6,18.0,12.912479992232415,11.286406647190603
comm6,19.0,13.72322447470947,11.995609845142406
comm6,20.0,14.533882296396369,12.704733516102017
comm7,0.0,0.0,0.0
comm7,1.0,0.04596564687762802,0.032342114706399805
comm7,2.0,0.16153686357235372,0.12627820446506094
comm7,3.0,0.4255359371299374,0.3597758887777721
comm7,4.0,0.9169809999870855,0.8017778101239785
comm7,5.0,1.619981555723746,1.411989546799192
comm7,6.0,2.2408040757443497,1.9151578397038977
comm7,7.0,2.7645433691332224,2.325410103448318
comm7,8.0,3.239639877999563,2.6938504730679345
comm7,9.0,3.687124342083099,3.0402998929402636
comm7,10.0,4.11790714142424,3.374241085873393
comm7,11.0,4.538206998028443,3.7007430483838837
comm7,12.0,4.951773261100877,4.022696906590527
comm7,13.0,5.360948764712982,4.341819664151149
comm7,14.0,5.7672321172573975,4.6591579220861234
comm7,15.0,6.171596769942388,4.975360607849203
comm7,16.0,6.57468182063305,5.290835122579142
comm7,17.0,6.976911543061364,5.605840851601805
comm7,18.0,7.378567349822148,5.920542637872021
comm7,19.0,7.779836863927171,6.235046202741509
comm7,20.0,8.180847126256394,6.549420802027748
comm8,0.0,0.0,0.0
comm8,1.0,0.020489197157083066,0.021570867425337883
comm8,2.0,0.07829990596665229,0.08595174861670081
comm8,3.0,0.22748860799151033,0.25673972269714285
comm8,4.0,0.5429186815944151,0.6149315690603163
comm8,5.0,1.0591168685508214,1.1699701854194335
comm8,6.0,1.7202825892660905,1.8137765425648396
comm8,7.0,2.2794208496232584,2.3002064692540745
comm8,8.0,2.7693780120632128,2.701812478186941
comm8,9.0,3.2245713825399642,3.064994252677278
comm8,10.0,3.659777179888262,3.4080287203065467
comm8,11.0,4.0827491528377315,3.7396834852898455
comm8,12.0,4.497977026809439,4.064632367350868
comm8,13.0,4.9082038619365065,4.38552436194538
comm8,14.0,5.3151598770210615,4.703919059055921
comm8,15.0,5.7199583819180475,5.020757451201
comm8,16.0,6.123325233740704,5.336616943102511
comm8,17.0,6.525738823848129,5.651857011698305
comm8,18.0,6.927515058748847,5.966701996770992
comm8,19.0,7.328863770953685,6.281293351081286
comm8,20.0,7.729926318144583,6.595722132354902
comm9,0.0,0.0,0.0
comm9,1.0,0.014442364036897163,0.015885816710315335
comm9,2.0,0.03782029207488557,0.03862670123627096
comm9,3.0,0.07620739781032428,0.0706064498232264
comm9,4.0,0.13933874037570573,0.11451103922185885
comm9,5.0,0.24066564078842959,0.17294558332844762
comm9,6.0,0.39372329515494886,0.24784925940866187
comm9,7.0,0.6044899959050177,0.3399420897808573
comm9,8.0,0.8666923062825922,0.4485512144209443
comm9,9.0,1.1661897473589036,0.571917067575288
comm9,10.0,1.4875033386448469,0.7073798320816646
comm9,11.0,1.7598358488732913,0.8347366595881672
comm9,12.0,1.9819217171599577,0.9482897910192662
comm9,13.0,2.176527034312984,1.0524365424577324
comm9,14.0,2.3541481412692193,1.1498007298567965
comm9,15.0,2.5205210161713283,1.242083967697716
comm9,16.0,2.6791195530222907,1.3304541973023583
comm9,17.0,2.832195241958534,1.4157470346839944
comm9,18.0,2.981277270999659,1.4985796401573792
comm9,19.0,3.127439557377785,1.5794195229681396
comm9,20.0,3.2714532444082622,1.6586278513545392
